division,district,upazila,post_office,postal_code
Khulna,Kushtia,Kushtia Sadar,Islamic University SO,7003
Khulna,Kushtia,Kushtia Sadar,Jagati SO,7002
Khulna,Kushtia,Kushtia Sadar,Kushtia HO,7000
Khulna,Kushtia,Kushtia Sadar,Kushtia Mohini Mills TSO,7001
Khulna,Kushtia,Mirpur,Amla Sadarpur EDSO,7032
Khulna,Kushtia,Mirpur,Mirpur UPO,7030
Khulna,Kushtia,Mirpur,Puradah SO,7031
Khulna,Magura,Magura Sadar,Magura HO,7600
Khulna,Magura,Mohammadpur,Benodpur EDSO,7631
Khulna,Magura,Mohammadpur,Mohammadpur UPO,7630
Khulna,Magura,Mohammadpur,Nahata SO,7632
Khulna,Magura,Shalikha,Arpara (Salikha) UPO,7620
Khulna,Magura,Sreepur,Langalband SO,7611
Khulna,Magura,Sreepur,Nakul EDSO,7612
Khulna,Magura,Sreepur,Sreepur UPO,7610
Khulna,Meherpur,Gangni,Gangni UPO,7110
Khulna,Meherpur,Meherpur Sadar,Amjupi SO,7101
Khulna,Meherpur,Meherpur Sadar,Meherpur HO,7100
Khulna,Meherpur,Meherpur Sadar,Mujibnagar Complex SO,7102
Khulna,Meherpur,Mujibnagar,,
Khulna,Narail,Kalia,Kalia UPO,7520
Khulna,Narail,Kalia,Mahajan SO,7521
Khulna,Narail,Lohagara,Bardia SO,7514
Khulna,Narail,Lohagara,Itna SO,7512
Khulna,Narail,Lohagara,Lakshmipasa (Lohagara) UPO,7510
Khulna,Narail,Lohagara,Lohagara SO,7511
Khulna,Narail,Lohagara,Naldi SO,7513
Khulna,Narail,Narail Sadar,Narail HO,7500
Khulna,Narail,Narail Sadar,Ratangonj SO,7501
Khulna,Satkhira,Assasuni,Ashashuni UPO,9460
Khulna,Satkhira,Assasuni,Bardal SO,9461
Khulna,Satkhira,Debhata,Debhata UPO,9430
Khulna,Satkhira,Debhata,Gurugram EDSO,9431
Khulna,Satkhira,Kalaroa,Chandanpur EDSO,9415
Khulna,Satkhira,Kalaroa,Hamidpur EDSO,9413
Khulna,Satkhira,Kalaroa,Jhaodanga EDSO,9412
Khulna,Satkhira,Kalaroa,Khordu EDSO,9414
Khulna,Satkhira,Kalaroa,Kolaroa UPO,9410
Khulna,Satkhira,Kalaroa,Murarikati EDSO,9411
Khulna,Satkhira,Kaliganj,Kaligonj UPO,9440
Khulna,Satkhira,Kaliganj,Nalta Mubarak Nagar SO,9441
Khulna,Satkhira,Kaliganj,Ratanpur EDSO,9442
Khulna,Satkhira,Satkhira Sadar,Buddhat EDSO,9403
Khulna,Satkhira,Satkhira Sadar,Gunakarkti EDSO,9402
Khulna,Satkhira,Satkhira Sadar,Satkhira HO,9400
Khulna,Satkhira,Satkhira Sadar,Satkhira Islamia Academy SO,9401
Khulna,Satkhira,Shyamnagar,Burigoalini EDSO,9453
Khulna,Satkhira,Shyamnagar,Gabura EDSo,9454
Khulna,Satkhira,Shyamnagar,Habinagar EDSO,9455
Khulna,Satkhira,Shyamnagar,Nakipur (Shyamnagar) UPO,9450
Khulna,Satkhira,Shyamnagar,Naobeki EDSO,9452
Khulna,Satkhira,Shyamnagar,Nurnagar EDSO,9451
Khulna,Satkhira,Tala,Patkrlghata SO,9421
Khulna,Satkhira,Tala,Tala UPO,9420
Mymensingh,Jamalpur,Bokshiganj,Bakshigonj,2140
Mymensingh,Jamalpur,Dewangonj,Dewangonj S Mills SO,2031
Mymensingh,Jamalpur,Dewangonj,Dewangonj UPO,2030
Mymensingh,Jamalpur,Islampur,Durmot SO,2021
Mymensingh,Jamalpur,Islampur,Gilabari SO,2022
Mymensingh,Jamalpur,Islampur,Islampur UPO,2020
Mymensingh,Jamalpur,Jamalpur Sadar,Jamalpur Ho,2000
Mymensingh,Jamalpur,Jamalpur Sadar,Nandina SO,2001
Mymensingh,Jamalpur,Jamalpur Sadar,Nurundi SO,2002
Mymensingh,Jamalpur,Madarganj,Balijuri SO,2041
Mymensingh,Jamalpur,Madarganj,Madargonj UPO,2040
Mymensingh,Jamalpur,Melandah,Jalalpur EDSO,2011
Mymensingh,Jamalpur,Melandah,Mahmudpur EDSO,2013
Mymensingh,Jamalpur,Melandah,Malancha SO,2012
Mymensingh,Jamalpur,Melandah,Melandah UPO,2010
Mymensingh,Jamalpur,Sarishabari,Baushi Banguli SO,2052
Mymensingh,Jamalpur,Sarishabari,Gunabari SO,2051
Mymensingh,Jamalpur,Sarishabari,Jagannatghat SO,2053
Mymensingh,Jamalpur,Sarishabari,Jamuna FF SO,2055
Mymensingh,Jamalpur,Sarishabari,Pingna SO,2054
Mymensingh,Jamalpur,Sarishabari,Sarishabari UPO,2050
Mymensingh,Mymensingh,Bhaluka,,
Mymensingh,Mymensingh,Dhobaura,Dhobaura UPO,2416
Mymensingh,Mymensingh,Dhobaura,Goatola,
Mymensingh,Mymensingh,Dhobaura,Munshirhat,
Mymensingh,Mymensingh,Dhobaura,Sakuai EDSO,2417
Mymensingh,Mymensingh,Fulbaria,,
Mymensingh,Mymensingh,Gafargaon,,
Mymensingh,Mymensingh,Gouripur,,
Mymensingh,Mymensingh,Haluaghat,,
Mymensingh,Mymensingh,Iswarganj,,
Mymensingh,Mymensingh,Muktagacha,,
Mymensingh,Mymensingh,Mymensingh Sadar,,
Mymensingh,Mymensingh,Nandail,,
Mymensingh,Mymensingh,Phulpur,,
Mymensingh,Mymensingh,Tarakanda,,
Mymensingh,Mymensingh,Trishal,,
Mymensingh,Netrokona,Atpara,Atpara UPO,2470
Mymensingh,Netrokona,Atpara,Avoypasha,
Mymensingh,Netrokona,Atpara,Chargatiya,
Mymensingh,Netrokona,Atpara,Dijara,
Mymensingh,Netrokona,Atpara,Khila,
Mymensingh,Netrokona,Atpara,Koilong,
Mymensingh,Netrokona,Atpara,Luneshwar,
Mymensingh,Netrokona,Atpara,Mangolshiddi,
Mymensingh,Netrokona,Atpara,Modhuakhali,
Mymensingh,Netrokona,Atpara,Ramsiddo,
Mymensingh,Netrokona,Atpara,Sharomshiya,
Mymensingh,Netrokona,Atpara,Shukhari,
Mymensingh,Netrokona,Atpara,Teligati,
Mymensingh,Netrokona,Barhatta,Atithpur,
Mymensingh,Netrokona,Barhatta,Barhatta UPO,2440
Mymensingh,Netrokona,Barhatta,Dashdhar,
Mymensingh,Netrokona,Barhatta,Fakirer Bazar,
Mymensingh,Netrokona,Barhatta,Raypur,
Mymensingh,Netrokona,Barhatta,Rupganj,
Mymensingh,Netrokona,Barhatta,Sahta,
Mymensingh,Netrokona,Barhatta,Shunoy,
Mymensingh,Netrokona,Barhatta,Thakurkona,
Mymensingh,Netrokona,Durgapur,Ketta,
Mymensingh,Netrokona,Durgapur,Susang UPO,2420
Mymensingh,Netrokona,Kalmakanda,Kamakanda UPO,2430
Mymensingh,Netrokona,Kendua,Ajujiya,
Mymensingh,Netrokona,Kendua,Alampur,
Mymensingh,Netrokona,Kendua,Amtola,
Mymensingh,Netrokona,Kendua,Baghber,
Mymensingh,Netrokona,Kendua,Balijora,
Mymensingh,Netrokona,Kendua,Bashati,
Mymensingh,Netrokona,Kendua,Bhuiyar Bazar,
Mymensingh,Netrokona,Kendua,Bidyaballabha,
Mymensingh,Netrokona,Kendua,Dolparampur,
Mymensingh,Netrokona,Kendua,Durcapur,
Mymensingh,Netrokona,Kendua,Gonda,
Mymensingh,Netrokona,Kendua,Goradoba,
Mymensingh,Netrokona,Kendua,Hararkandi,
Mymensingh,Netrokona,Kendua,Kachandora,
Mymensingh,Netrokona,Kendua,Kachimpur,
Mymensingh,Netrokona,Kendua,Kailati Phatepur,
Mymensingh,Netrokona,Kendua,Kalashahati,
Mymensingh,Netrokona,Kendua,Kaliyan,
Mymensingh,Netrokona,Kendua,Kendua UPO,2480
Mymensingh,Netrokona,Kendua,Kutubpur,
Mymensingh,Netrokona,Kendua,Machiali,
Mymensingh,Netrokona,Kendua,Paikura,
Mymensingh,Netrokona,Kendua,Sandikona,
Mymensingh,Netrokona,Kendua,Satashidigar,
Mymensingh,Netrokona,Khaliajuri,Bolli,
Mymensingh,Netrokona,Khaliajuri,Khaliajuri UPO,2460
Mymensingh,Netrokona,Khaliajuri,Mukimpur,
Mymensingh,Netrokona,Khaliajuri,Nurpur Boali,
Mymensingh,Netrokona,Khaliajuri,Pach Hat,
Mymensingh,Netrokona,Khaliajuri,Saldigha EDSO,2462
Mymensingh,Netrokona,Khaliajuri,Shaldigha,
Mymensingh,Netrokona,Khaliajuri,Trimohoni,
Mymensingh,Netrokona,Madan,Boirati,
Mymensingh,Netrokona,Madan,Kaital,
Mymensingh,Netrokona,Madan,Keshjani,
Mymensingh,Netrokona,Madan,Madan UPO,2490
Mymensingh,Netrokona,Madan,Nayekpur,
Mymensingh,Netrokona,Madan,Rajtola,
Mymensingh,Netrokona,Mohongonj,Mohangonj UPO,2446
Mymensingh,Netrokona,Netrokona Sadar,Bekhairhati SO,2401
Mymensingh,Netrokona,Netrokona Sadar,Netrokona HO,2400
Mymensingh,Netrokona,Netrokona Sadar,Raydomrouha,
Mymensingh,Netrokona,Purbadhala,Bilkaushi,
Mymensingh,Netrokona,Purbadhala,Hironpur,
Mymensingh,Netrokona,Purbadhala,Jariajanjail SO,2412
Mymensingh,Netrokona,Purbadhala,Purbadhala UPO,2410
Mymensingh,Netrokona,Purbadhala,Shyamgonj SO,2411
Mymensingh,Sherpur,Jhenaigati,Jenaigati UPO,2120
Mymensingh,Sherpur,Nalitabari,Hati Banda SO,2111
Mymensingh,Sherpur,Nalitabari,Latifpur,
Mymensingh,Sherpur,Nalitabari,Nalitabari UPO,2110
Mymensingh,Sherpur,Nokla,Ganapaddi SO,2151
Mymensingh,Sherpur,Nokla,Nakla UPO,2150
Mymensingh,Sherpur,Sherpur Sadar,Sherpur HO,2100
Mymensingh,Sherpur,Sreebordi,Sreebardi UPO,2130
Rajshahi,Bogura,Adamdighi,Adam Dighi UPO,5890
Rajshahi,Bogura,Adamdighi,Nasaratpur SO,5892
Rajshahi,Bogura,Adamdighi,Santahar (LSG) SO,5891
Rajshahi,Bogura,Bogra Sadar,Bogura Cantt. SO,5801
Rajshahi,Bogura,Bogra Sadar,Bogura HO,5800
Rajshahi,Bogura,Dhunot,Dunat UPO,5850
Rajshahi,Bogura,Dhunot,Gosaibari EDSO,5851
Rajshahi,Bogura,Dupchanchia,Dupchachia UPO,5880
Rajshahi,Bogura,Dupchanchia,Tolara SO,5881
Rajshahi,Bogura,Gabtali,Gabtoli UPO,5820
Rajshahi,Bogura,Gabtali,Sukhanpukur SO,5821
Rajshahi,Bogura,Kahaloo,Kahalu UPO,5870
Rajshahi,Bogura,Nondigram,Nandigram UPO,5860
Rajshahi,Bogura,Shajahanpur,,
Rajshahi,Bogura,Shariakandi,Chandan Baisha SO,5831
Rajshahi,Bogura,Shariakandi,Saria Kandi UPO,5830
Rajshahi,Bogura,Sherpur,Chandaikona SO,5841
Rajshahi,Bogura,Sherpur,Palli Unnayan Academy SO,5842
Rajshahi,Bogura,Sherpur,Sherpur UPO,5840
Rajshahi,Bogura,Shibganj,Shibgonj UPO,5810
Rajshahi,Bogura,Sonatala,Sonatola UPO,5826
Rajshahi,Chapainawabganj,Bholahat,Bholahat UPO,6330
Rajshahi,Chapainawabganj,Chapainawabganj Sadar,Amnura SO,6303
Rajshahi,Chapainawabganj,Chapainawabganj Sadar,Chapai Nawabgonj HO,6300
Rajshahi,Chapainawabganj,Chapainawabganj Sadar,Rajarampur EDSO,6301
Rajshahi,Chapainawabganj,Chapainawabganj Sadar,Ramchandrapur SO,6302
Rajshahi,Chapainawabganj,Gomostapur,Gomostapur SO,6321
Rajshahi,Chapainawabganj,Gomostapur,Rohanpur (Gomostapur),6320
Rajshahi,Chapainawabganj,Nachol,Mandumalhat EDSO,6311
Rajshahi,Chapainawabganj,Nachol,Nachul UPO,6310
Rajshahi,Chapainawabganj,Shibganj,Kansart SO,6341
Rajshahi,Chapainawabganj,Shibganj,Monakosa SO,6342
Rajshahi,Chapainawabganj,Shibganj,Shibgonj UPO,6340
Rajshahi,Joypurhat,Akkelpur,Akkelpur UPO,5940
Rajshahi,Joypurhat,Akkelpur,Jamalgonj SO,5941
Rajshahi,Joypurhat,Akkelpur,Rajshahi GPO,6000
Rajshahi,Joypurhat,Akkelpur,Tilakpur SO,5942
Rajshahi,Joypurhat,Joypurhat Sadar,Ghoramara HO,6100
Rajshahi,Joypurhat,Joypurhat Sadar,Joypurhat HO,5900
Rajshahi,Joypurhat,Kalai,Kalai UPO,5930
Rajshahi,Joypurhat,Khetlal,Khetal UPO,5920
Rajshahi,Joypurhat,Panchbibi,Panchbibi UPO,5910
Rajshahi,Naogaon,Atrai,Ahsangonj (Atral) UPO,6596
Rajshahi,Naogaon,Atrai,Bandai Khara SO,6597
Rajshahi,Naogaon,Badalgachi,Badalgachi UPO,6570
Rajshahi,Naogaon,Dhamoirhat,Dhamuirhat UPO,6580
Rajshahi,Naogaon,Manda,Baliha EDSO,6512
Rajshahi,Naogaon,Manda,Manda SO,6511
Rajshahi,Naogaon,Manda,Prasadpur (Manda) UPO,6510
Rajshahi,Naogaon,Mohadevpur,Mahadebpur UPO,6530
Rajshahi,Naogaon,Naogaon Sadar,Naogaon HO,6500
Rajshahi,Naogaon,Naogaon Sadar,Naogaon Post TSO,6501
Rajshahi,Naogaon,Niamatpur,Niamatpur UPO,6520
Rajshahi,Naogaon,Patnitala,Patmitala UPO,6540
Rajshahi,Naogaon,Porsha,Ganguria EDSO,6552
Rajshahi,Naogaon,Porsha,Nitpur (Pursa) UPO,6550
Rajshahi,Naogaon,Porsha,Pursa EDSO,6551
Rajshahi,Naogaon,Raninagar,Kashimpur SO,6591
Rajshahi,Naogaon,Raninagar,Raninagar UPO,6590
Rajshahi,Naogaon,Sapahar,Madheel SO,6561
Rajshahi,Naogaon,Sapahar,Sapahar UPO,6560
Rajshahi,Natore,Bagatipara,Lakkanhati (Bagatipara) UPO,6410
Rajshahi,Natore,Baraigram,Ahmedpur Bazar SO,6433
Rajshahi,Natore,Baraigram,Baraigram EDSO,6432
Rajshahi,Natore,Baraigram,Dayarampur SO,6431
Rajshahi,Natore,Baraigram,Harua (Baraigram),6430
Rajshahi,Natore,Gurudaspur,Hatgurudaspur (Gurudaspur),6440
Rajshahi,Natore,Lalpur,Abdullpur EDSO,6422
Rajshahi,Natore,Lalpur,Gopalpur (Lalpur),6420
Rajshahi,Natore,Lalpur,Lalpur SO,6421
Rajshahi,Natore,Naldanga,,
Rajshahi,Natore,Natore Sadar,Baidhyabelgaria EDSO,6402
Rajshahi,Natore,Natore Sadar,Digapatia SO,6401
Rajshahi,Natore,Natore Sadar,Madnagar SO,6403
Rajshahi,Natore,Natore Sadar,Natore HO,6400
Rajshahi,Natore,Singra,Singrha UPO,6450
Rajshahi,Pabna,Aminpur,,
Rajshahi,Pabna,Ataikula,,
Rajshahi,Pabna,Atghoria,Debattar (Afgaria) UPO,6610
Rajshahi,Pabna,Bera,Bera UPO,6680
Rajshahi,Pabna,Bera,Kashinathpur SO,6682
Rajshahi,Pabna,Bera,Nakalia SO,6681
Rajshahi,Pabna,Bera,Puranbharenga SO,6683
Rajshahi,Pabna,Bhangura,Bhangora,6640
Rajshahi,Pabna,Chatmohar,Chat Mohar,6630
Rajshahi,Pabna,Faridpur,Ban Wari Nagar (Farifpur),6650
Rajshahi,Pabna,Ishurdi,Dapari EDSO,6621
Rajshahi,Pabna,Ishurdi,Iswardi UPO,6620
Rajshahi,Pabna,Ishurdi,Pakshi SO,6622
Rajshahi,Pabna,Ishurdi,Rajapur Hat SO,6623
Rajshahi,Pabna,Pabna Sadar,Hemayetpur SO,6602
Rajshahi,Pabna,Pabna Sadar,Keliko Cotton Mills SO,6601
Rajshahi,Pabna,Pabna Sadar,Pabna HO,6600
Rajshahi,Pabna,Santhia,Santhia UPO,6670
Rajshahi,Pabna,Sujanagar,Sagarkandi SO,6661
Rajshahi,Pabna,Sujanagar,Sujanagar,6660
Rajshahi,Rajshahi,Airport,,
Rajshahi,Rajshahi,Bagha,Arhani EDSO,6281
Rajshahi,Rajshahi,Bagha,Baga UPO,6280
Rajshahi,Rajshahi,Bagmara,Bhabanigonj (Bagmara) UPO,6250
Rajshahi,Rajshahi,Bagmara,Taherpur SO,6251
Rajshahi,Rajshahi,Belpukur,,
Rajshahi,Rajshahi,Boalia,,
Rajshahi,Rajshahi,Chandrima,,
Rajshahi,Rajshahi,Charghat,Carghat UPO,6270
Rajshahi,Rajshahi,Charghat,Sardah SO,6271
Rajshahi,Rajshahi,Damkura,,
Rajshahi,Rajshahi,Durgapur,Durgapur UPO,6240
Rajshahi,Rajshahi,Godagari,Godagari UPO,6290
Rajshahi,Rajshahi,Godagari,Premtali EDSO,6291
Rajshahi,Rajshahi,Karnahar,,
Rajshahi,Rajshahi,Kasiadanga,,
Rajshahi,Rajshahi,Katakhali,,
Rajshahi,Rajshahi,Matihar,,
Rajshahi,Rajshahi,Mohonpur,Khodemohanpur(Mohanpur) UPO,6220
Rajshahi,Rajshahi,Paba,,
Rajshahi,Rajshahi,Puthia,Puthia UPO,6260
Rajshahi,Rajshahi,Rajpara,,
Rajshahi,Rajshahi,Rajshahi Sadar,Benodpur Bazar TSO,6206
Rajshahi,Rajshahi,Rajshahi Sadar,Kazia TSO,6204
Rajshahi,Rajshahi,Rajshahi Sadar,Padma Residence TSO,6207
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Cantt. TSO,6202
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi Court TSO,6201
Rajshahi,Rajshahi,Rajshahi Sadar,Rajshahi University (LSG) TSO,6205
Rajshahi,Rajshahi,Rajshahi Sadar,Sapura TSC,6203
Rajshahi,Rajshahi,Shah Makhdum,,
Rajshahi,Rajshahi,Tanore,Tanore UPO,6230
Rajshahi,Sirajganj,BB. Bridge (West),,
Rajshahi,Sirajganj,Belkuchi,Belkuchi UPO,6740
Rajshahi,Sirajganj,Belkuchi,Enayetpur EDSO,6743
Rajshahi,Sirajganj,Belkuchi,Rajapur EDSO,6742
Rajshahi,Sirajganj,Belkuchi,Sohagpur SO,6741
Rajshahi,Sirajganj,Belkuchi,Sthal SO,6744
Rajshahi,Sirajganj,Chauhali,Khas Kaolia UPO (Chowhali thana at Serajgonj District),1921
Rajshahi,Sirajganj,Enayetpur,,
Rajshahi,Sirajganj,Kamarkhand,Baidya Jamtoil (Kamarkhand) UPO,6730
Rajshahi,Sirajganj,Kazipur,Chargrish,
Rajshahi,Sirajganj,Kazipur,Gandai EDSO,6712
Rajshahi,Sirajganj,Kazipur,Kazipur UPO,6710
Rajshahi,Sirajganj,Kazipur,Kumariyabari,
Rajshahi,Sirajganj,Kazipur,Subhagacha EDSO,6711
Rajshahi,Sirajganj,Raigonj,Dhangarha (Roygonj) UPO,6720
Rajshahi,Sirajganj,Raigonj,Malunga SO,6721
Rajshahi,Sirajganj,Salanga,,
Rajshahi,Sirajganj,Shahjadpur,Jamirta SO,6762
Rajshahi,Sirajganj,Shahjadpur,Kalijurihat EDSO,6763
Rajshahi,Sirajganj,Shahjadpur,Porjana EDSO,6761
Rajshahi,Sirajganj,Shahjadpur,Shahjadpur UPO,6760
Rajshahi,Sirajganj,Sirajganj Sadar,Rashidabad SO,6702
Rajshahi,Sirajganj,Sirajganj Sadar,Roypur SO,6701
Rajshahi,Sirajganj,Sirajganj Sadar,Serajgonj HO,6700
Rajshahi,Sirajganj,Tarash,Tarash UPO,6770
Rajshahi,Sirajganj,Ullapara,Lahiri Mohanpur SO,6752
Rajshahi,Sirajganj,Ullapara,Salap EDSO,6753
Rajshahi,Sirajganj,Ullapara,Ullahpara UPO,6750
Rajshahi,Sirajganj,Ullapara,Ullapara RS EDSO,6751
Rangpur,Dinajpur,Birampur,Birampur UPO,5266
Rangpur,Dinajpur,Birganj,Birgonj UPO,5220
Rangpur,Dinajpur,Birol,Biral UPO,5210
Rangpur,Dinajpur,Bochaganj,,
Rangpur,Dinajpur,Chirirbandar,Chirir Bandar UPO,5240
Rangpur,Dinajpur,Chirirbandar,ranir Bandar EDSO,5241
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur HO,5200
Rangpur,Dinajpur,Dinajpur Sadar,Dinajpur Rajbati EDSO,5201
Rangpur,Dinajpur,Fulbari,Fulbari UPO,5260
Rangpur,Dinajpur,Ghoraghat,Ghoraghat SO,5291
Rangpur,Dinajpur,Ghoraghat,Osmanpur (Ghoraghat),5290
Rangpur,Dinajpur,Hakimpur,Banla Hili (Hakimpur) UPO,5270
Rangpur,Dinajpur,Kaharol,Maharajgonj (Kaharul) UPO,5226
Rangpur,Dinajpur,Khansama,Khansama UPO,5230
Rangpur,Dinajpur,Khansama,Pakerhat EDSO,5231
Rangpur,Dinajpur,Nawabganj,Daudpur SO,5281
Rangpur,Dinajpur,Nawabganj,Gopalpur SO,5282
Rangpur,Dinajpur,Nawabganj,Nababgonj UPO,5280
Rangpur,Dinajpur,Parbatipur,Parbatipur UPO,5250
Rangpur,Gaibandha,Gaibandha Sadar,Gaiandha HO,5700
Rangpur,Gaibandha,Gobindaganj,Gobindagonj UPO,5740
Rangpur,Gaibandha,Gobindaganj,Mahimagonj SO,5741
Rangpur,Gaibandha,Palashbari,Palashbari UPO,5730
Rangpur,Gaibandha,Phulchari,Bharatkhali SO,5761
Rangpur,Gaibandha,Phulchari,Fulchari UPO,5760
Rangpur,Gaibandha,Sadullapur,Naldanga SO,5711
Rangpur,Gaibandha,Sadullapur,Sadullahpur UPO,5710
Rangpur,Gaibandha,Saghata,Bonarpara (Saghate),5750
Rangpur,Gaibandha,Saghata,Saghata SO,5751
Rangpur,Gaibandha,Sundarganj,Bamandanga SO,5721
Rangpur,Gaibandha,Sundarganj,Sundargonj UPO,5720
Rangpur,Kurigram,Bhurungamari,Bhurungamari UPO,5670
Rangpur,Kurigram,Charrajibpur,Kodalkati,
Rangpur,Kurigram,Charrajibpur,Rajibpur UPO,5650
Rangpur,Kurigram,Chilmari,Chilmari UPO,5630
Rangpur,Kurigram,Chilmari,Jorgach Unit SO,5631
Rangpur,Kurigram,Chilmari,Naiyarhati,
Rangpur,Kurigram,Kurigram Sadar,Kurigram HO,5600
Rangpur,Kurigram,Kurigram Sadar,Pandul SO,5601
Rangpur,Kurigram,Nageshwari,Nageswari UPO,5660
Rangpur,Kurigram,Phulbari,Fulbari UPO,5680
Rangpur,Kurigram,Rajarhat,Nazim Khan SO,5611
Rangpur,Kurigram,Rajarhat,Rajarhat UPO,5610
Rangpur,Kurigram,Rowmari,Baghurarchar,
Rangpur,Kurigram,Rowmari,Char Shoulomari,
Rangpur,Kurigram,Rowmari,Dadvanga,
Rangpur,Kurigram,Rowmari,Jadurchar,
Rangpur,Kurigram,Rowmari,Roumari UPO,5640
Rangpur,Kurigram,Rowmari,Shoulmari,
Rangpur,Kurigram,Ulipur,Bazar Hat SO,5621
Rangpur,Kurigram,Ulipur,Tapurchar,
Rangpur,Kurigram,Ulipur,Ulipur UPO,5620
Rangpur,Lalmonirhat,Aditmari,Aditmari UPO,5510
Rangpur,Lalmonirhat,Hatibandha,Hatibanda UPO,5530
Rangpur,Lalmonirhat,Kaliganj,,
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Kulaghat EDSO,5502
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Lalmonirhat HO,5500
Rangpur,Lalmonirhat,Lalmonirhat Sadar,Mogalhat SO,5501
Rangpur,Lalmonirhat,Patgram,Baora So,5541
Rangpur,Lalmonirhat,Patgram,Burimari SO,5542
Rangpur,Lalmonirhat,Patgram,Patgram UPO,5540
Rangpur,Nilphamari,Dimla,Dimla UPO,5350
Rangpur,Nilphamari,Dimla,Ghagakhari Bari SO,5351
Rangpur,Nilphamari,Domar,Chilahati SO,5341
Rangpur,Nilphamari,Domar,Domar UPO,5340
Rangpur,Nilphamari,Jaldhaka,Jaldhaka UPO,5330
Rangpur,Nilphamari,Kishorganj,Kishoregonj UPO,5320
Rangpur,Nilphamari,Nilphamari Sadar,Nilphamari HO,5300
Rangpur,Nilphamari,Nilphamari Sadar,Nilphamari Sugar Mills EDSO,5301
Rangpur,Nilphamari,Syedpur,Sayedpur Sattelite Town,5311
Rangpur,Nilphamari,Syedpur,Sayedpur UPO,5310
Rangpur,Panchagarh,Atwari,Chotodab (Atwar) UPO,5040
Rangpur,Panchagarh,Boda,Boda UPo,5010
Rangpur,Panchagarh,Debiganj,Debigonj UPO,5020
Rangpur,Panchagarh,Panchagarh Sadar,Panchaghar HO,5000
Rangpur,Panchagarh,Tetulia,Tetulia UPO,5030
Rangpur,Rangpur,Badargonj,Badargonj UPO,5430
Rangpur,Rangpur,Badargonj,Shyampur SO,5431
Rangpur,Rangpur,Gangachara,Ganga Chara UPO,5410
Rangpur,Rangpur,Hajirhat,,
Rangpur,Rangpur,Haragach,,
Rangpur,Rangpur,Kaunia,Haragacha SO,5441
Rangpur,Rangpur,Kaunia,Kaonia UPO,5440
Rangpur,Rangpur,Mahiganj,,
Rangpur,Rangpur,Mithapukur,Mithapukur UPO,5460
Rangpur,Rangpur,Parshuram,,
Rangpur,Rangpur,Pirgacha,Pirgarcha UPO,5450
Rangpur,Rangpur,Pirgonj,Pirgonj UPO,5470
Rangpur,Rangpur,Rangpur Sadar,Alamnagar TSO,5402
Rangpur,Rangpur,Rangpur Sadar,Mahigonj TSO,5403
Rangpur,Rangpur,Rangpur Sadar,Rangpur Cadet College SO,5404
Rangpur,Rangpur,Rangpur Sadar,Rangpur HO,5400
Rangpur,Rangpur,Rangpur Sadar,Rangpur Karmical TSO,5405
Rangpur,Rangpur,Rangpur Sadar,Rangpur Sattelite Town SO,5401
Rangpur,Rangpur,Tajhat,,
Rangpur,Rangpur,Taragonj,Taragonj UPO,5420
Rangpur,Thakurgaon,Baliadangi,Baliadangi UPO,5140
Rangpur,Thakurgaon,Baliadangi,Lahiri EDSO,5141
Rangpur,Thakurgaon,Haripur,,
Rangpur,Thakurgaon,Pirganj,Pirgonj UPO,5110
Rangpur,Thakurgaon,Ranisankail,Nekmorad EDSO,5121
Rangpur,Thakurgaon,Ranisankail,Rani Shakail UPO,5120
Rangpur,Thakurgaon,Thakurgaon Sadar,Ruhiya SO,5103
Rangpur,Thakurgaon,Thakurgaon Sadar,Shibgonj SO,5102
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakuegaon HO,5100
Rangpur,Thakurgaon,Thakurgaon Sadar,Thakurgaon Road SO,5101
Sylhet,Habiganj,Ajmiriganj,Azmirigonj UPO,3360
Sylhet,Habiganj,Bahubal,Bahubal UPO,3310
Sylhet,Habiganj,Baniachong,Baniachong UPO,3350
Sylhet,Habiganj,Baniachong,Jatrapasa SO,3351
Sylhet,Habiganj,Baniachong,Kadirgonj SO,3352
Sylhet,Habiganj,Baniachong,Kumri Durgapur,
Sylhet,Habiganj,Chunarughat,Chandpur Begun SO,3321
Sylhet,Habiganj,Chunarughat,Chunaraghat UPO,3320
Sylhet,Habiganj,Chunarughat,Narapati EDSO,3322
Sylhet,Habiganj,Habiganj Sadar,Gopaya EDSO,3302
Sylhet,Habiganj,Habiganj Sadar,Habigonj HO,3300
Sylhet,Habiganj,Habiganj Sadar,Shaistagonj SO,3301
Sylhet,Habiganj,Lakhai,Kalauk UPO,3340
Sylhet,Habiganj,Lakhai,Lakhai SO,3341
Sylhet,Habiganj,Madhabpur,Itakhola SO,3331
Sylhet,Habiganj,Madhabpur,Madhabpur UPO,3330
Sylhet,Habiganj,Madhabpur,Sayaham Nagar SO,3333
Sylhet,Habiganj,Madhabpur,Shahajee Bazar SO,3332
Sylhet,Habiganj,Nabiganj,Digalbak SO,3373
Sylhet,Habiganj,Nabiganj,Golduba EDSO,3372
